BUKRS	LIFNR	BELNR	GJAHR	BUDAT	WRBTR	WAERS	SHKZG	BLART	BVTYP	AUGDT	AUGBL
1000	0000100136	5100000439	2026	2026-04-01	352984.29	JPY	H	KG	""	2026-04-17	2000000270
1000	0000100136	5100000440	2026	2026-03-25	18657.53	GBP	H	KZ	""	2026-05-11	2000000271
5000	0000100137	5100000442	2026	2026-05-08	227836.94	GBP	H	KR	0001	2026-05-30	2000000272
5000	0000100137	5100000443	2026	2026-04-09	174086.68	USD	H	KR	0001	2026-05-11	2000000273
3000	0000100138	5100000444	2026	2026-02-23	443615.01	USD	H	KG	0001	2026-03-16	2000000274
3000	0000100138	5100000445	2026	2026-06-06	344301.18	JPY	H	RE	0001	2026-07-18	2000000275
3000	0000100138	5100000448	2026	2026-04-15	236967.97	GBP	H	KR	0001	2026-05-07	2000000276
3000	0000100139	5100000449	2026	2026-01-09	205018.91	GBP	H	KZ	""	2026-02-22	2000000277
3000	0000100139	5100000450	2026	2026-04-20	263691.36	USD	H	RE	""	2026-05-11	2000000278
3000	0000100139	5100000453	2026	2026-07-15	187208.38	USD	H	KR	""	2026-09-16	2000000279
3000	0000100139	5100000454	2026	2026-07-18	383413.96	GBP	H	KR	""	2026-09-09	2000000280
3000	0000100140	5100000455	2026	2026-02-16	197865.03	GBP	H	RE	""	2026-02-21	2000000281
4000	0000100141	5100000457	2026	2026-06-05	472911.65	GBP	H	KZ	""	2026-07-21	2000000282
4000	0000100141	5100000460	2026	2026-06-05	332990.37	JPY	H	RE	""	2026-07-01	2000000283
4000	0000100141	5100000461	2026	2026-08-07	223721.81	JPY	H	KG	""	2026-08-26	2000000284
1000	0000100142	5100000462	2026	2026-01-25	314461.33	JPY	H	KZ	""	2026-03-01	2000000285
1000	0000100142	5100000463	2026	2026-04-23	204987.09	EUR	H	RE	""	2026-07-06	2000000286
5000	0000100143	5100000464	2026	2026-07-15	270952.99	GBP	H	KR	0001	2026-08-14	2000000287
5000	0000100143	5100000465	2026	2026-03-26	169020.85	EUR	H	KZ	0001	2026-04-20	2000000288
5000	0000100143	5100000467	2026	2026-02-14	21353.09	USD	H	KG	0001	2026-03-02	2000000289
1000	0000100144	5100000468	2026	2026-05-31	418163.71	USD	H	RE	0001	2026-06-15	2000000290
1000	0000100144	5100000470	2026	2026-02-12	309742.42	JPY	H	RE	0001	2026-03-24	2000000291
1000	0000100144	5100000471	2026	2026-03-29	109929.18	EUR	H	KR	0001	2026-06-12	2000000292
1000	0000100145	5100000472	2026	2026-01-15	214468.97	GBP	H	KG	""	2026-03-02	2000000293
1000	0000100145	5100000473	2026	2026-03-07	8274.72	JPY	H	RE	""	2026-05-15	2000000294
1000	0000100145	5100000474	2026	2026-01-18	427828.92	EUR	H	KZ	""	2026-02-18	2000000295
1000	0000100145	5100000476	2026	2026-07-07	260030.23	USD	H	KZ	""	2026-08-02	2000000296
1000	0000100145	5100000477	2026	2026-06-22	364819.73	EUR	H	RE	""	2026-08-21	2000000297
4000	0000100146	5100000479	2026	2026-01-01	125808.71	USD	H	KZ	""	2026-03-10	2000000298
4000	0000100146	5100000480	2026	2026-06-15	410109.85	JPY	H	RE	""	2026-07-13	2000000299
4000	0000100146	5100000481	2026	2026-04-07	295246.11	JPY	H	KR	""	2026-06-01	2000000300
4000	0000100146	5100000482	2026	2026-06-14	32134.07	GBP	H	KZ	""	2026-08-17	2000000301
4000	0000100146	5100000483	2026	2026-08-04	381070.05	JPY	H	KG	""	2026-10-14	2000000302
3000	0000100147	5100000485	2026	2026-04-18	303464.66	GBP	H	KG	0001	2026-05-22	2000000303
3000	0000100147	5100000486	2026	2026-02-07	380746.51	GBP	H	KG	0001	2026-04-03	2000000304
3000	0000100147	5100000489	2026	2026-05-21	400413.14	EUR	H	KG	0001	2026-06-07	2000000305
1000	0000100148	5100000490	2026	2026-07-31	409400.28	USD	H	KR	""	2026-10-10	2000000306
1000	0000100148	5100000492	2026	2026-03-12	390433.47	EUR	H	KZ	""	2026-04-24	2000000307
3000	0000100149	5100000493	2026	2026-08-06	98161.07	JPY	H	KZ	0002	2026-10-09	2000000308
3000	0000100149	5100000495	2026	2026-05-20	337806.59	JPY	H	KZ	""	2026-06-21	2000000309
2000	0000100150	5100000496	2026	2026-01-07	223829.94	USD	H	KG	""	2026-01-18	2000000310
2000	0000100150	5100000497	2026	2026-08-02	105308.74	JPY	H	KG	""	2026-08-12	2000000311
1000	0000100151	5100000498	2026	2026-05-13	289255.74	JPY	H	KR	""	2026-07-24	2000000312
1000	0000100151	5100000500	2026	2026-05-31	401584.31	GBP	H	KR	""	2026-07-23	2000000313
1000	0000100152	5100000504	2026	2026-01-21	282978.05	JPY	H	KG	0001	2026-03-04	2000000314
1000	0000100152	5100000505	2026	2026-07-17	217637.63	GBP	H	KR	0001	2026-09-16	2000000315
1000	0000100152	5100000506	2026	2026-07-11	35807.41	JPY	H	KZ	0001	2026-08-02	2000000316
4000	0000100153	5100000507	2026	2026-04-08	323046.83	JPY	H	KR	""	2026-06-08	2000000317
2000	0000100154	5100000508	2026	2026-04-09	409566.41	USD	H	KR	""	2026-06-19	2000000318
2000	0000100154	5100000511	2026	2026-07-20	136228.11	EUR	H	RE	""	2026-07-30	2000000319
5000	0000100155	5100000513	2026	2026-01-20	359267.86	GBP	H	KG	""	2026-03-05	2000000320
5000	0000100155	5100000514	2026	2026-05-02	205557.05	EUR	H	RE	""	2026-05-13	2000000321
5000	0000100155	5100000515	2026	2026-03-24	223879.96	EUR	H	KG	""	2026-05-15	2000000322
5000	0000100155	5100000516	2026	2026-07-22	339181.27	GBP	H	KR	""	2026-09-21	2000000323
1000	0000100156	5100000520	2026	2026-07-27	10674.18	JPY	H	RE	""	2026-10-06	2000000324
2000	0000100157	5100000522	2026	2026-08-10	138671.06	EUR	H	RE	""	2026-10-18	2000000325
2000	0000100157	5100000525	2026	2026-05-29	418017.54	USD	H	KZ	""	2026-06-18	2000000326
2000	0000100157	5100000526	2026	2026-05-30	205864.31	JPY	H	KG	""	2026-06-28	2000000327
5000	0000100159	5100000532	2026	2026-04-13	1944.03	JPY	H	KZ	""	2026-06-25	2000000328
4000	0000100160	5100000535	2026	2026-05-03	112974.71	JPY	H	RE	0001	2026-06-09	2000000329
4000	0000100160	5100000537	2026	2026-02-26	138440.75	EUR	H	KR	0001	2026-04-03	2000000330
4000	0000100161	5100000541	2026	2026-04-12	13476.62	EUR	H	KZ	""	2026-05-21	2000000331
4000	0000100161	5100000542	2026	2026-01-14	87635.26	USD	H	KZ	""	2026-03-27	2000000332
4000	0000100163	5100000544	2026	2026-03-04	157324.61	GBP	H	KG	""	2026-03-31	2000000333
4000	0000100163	5100000545	2026	2026-01-22	61729.23	EUR	H	KR	""	2026-01-30	2000000334
3000	0000100164	5100000547	2026	2026-06-23	369780.33	GBP	H	RE	""	2026-08-27	2000000335
4000	0000100165	5100000548	2026	2026-03-17	96561.89	JPY	H	KG	""	2026-04-19	2000000336
4000	0000100165	5100000549	2026	2026-07-21	445885.55	USD	H	KZ	""	2026-09-28	2000000337
2000	0000100167	5100000553	2026	2026-08-04	226013.86	GBP	H	KG	0002	2026-08-13	2000000338
2000	0000100167	5100000554	2026	2026-01-03	55849.81	EUR	H	RE	0002	2026-01-11	2000000339
4000	0000100168	5100000555	2026	2026-03-01	17657.57	USD	H	KZ	""	2026-04-04	2000000340
4000	0000100168	5100000556	2026	2026-05-10	389350.71	JPY	H	RE	""	2026-05-22	2000000341
4000	0000100168	5100000558	2026	2026-04-21	291478.87	GBP	H	KR	""	2026-05-08	2000000342
1000	0000100169	5100000562	2026	2026-01-07	295305.31	GBP	H	KG	""	2026-02-10	2000000343
4000	0000100171	5100000565	2026	2026-07-07	180830.59	EUR	H	KR	""	2026-08-12	2000000344
4000	0000100171	5100000566	2026	2026-05-04	158630.18	GBP	H	KZ	""	2026-05-27	2000000345
3000	0000100172	5100000567	2026	2026-08-03	166199.87	JPY	H	KG	""	2026-10-07	2000000346
4000	0000100173	5100000568	2026	2026-07-04	64238.27	EUR	H	KZ	0001	2026-07-10	2000000347
4000	0000100173	5100000569	2026	2026-06-10	127965.46	JPY	H	KG	0001	2026-07-16	2000000348
4000	0000100173	5100000570	2026	2026-08-03	167841.91	GBP	H	KG	0001	2026-08-12	2000000349
4000	0000100173	5100000571	2026	2026-08-01	328359.67	JPY	H	KG	0001	2026-08-17	2000000350
1000	0000100174	5100000573	2026	2026-01-02	238162.7	GBP	H	KZ	0001	2026-01-29	2000000351
4000	0000100175	5100000577	2026	2026-07-26	369622.03	USD	H	RE	""	2026-08-02	2000000352
4000	0000100175	5100000579	2026	2026-04-09	455315.75	JPY	H	KZ	""	2026-05-08	2000000353
2000	0000100176	5100000580	2026	2026-05-26	221244.17	GBP	H	KR	""	2026-07-24	2000000354
2000	0000100176	5100000584	2026	2026-06-15	305072.04	EUR	H	RE	""	2026-08-03	2000000355
2000	0000100176	5100000585	2026	2026-01-11	322234.34	JPY	H	KG	""	2026-02-11	2000000356
4000	0000100177	5100000588	2026	2026-01-06	479692.2	EUR	H	KG	0001	2026-02-01	2000000357
4000	0000100177	5100000589	2026	2026-04-08	43770.86	USD	H	KG	0001	2026-06-21	2000000358
4000	0000100177	5100000591	2026	2026-08-18	460510.92	GBP	H	KR	0001	2026-09-15	2000000359
2000	0000100178	5100000592	2026	2026-08-11	444970.36	EUR	H	KG	0001	2026-10-21	2000000360
2000	0000100178	5100000593	2026	2026-05-16	84966.04	JPY	H	KR	0001	2026-06-23	2000000361
5000	0000100179	5100000597	2026	2026-06-28	371188.0	USD	H	KR	0001	2026-08-05	2000000362
5000	0000100179	5100000599	2026	2026-08-18	177882.91	EUR	H	KZ	0001	2026-10-15	2000000363
5000	0000100180	5100000602	2026	2026-06-16	329607.35	JPY	H	KZ	""	2026-08-05	2000000364
5000	0000100180	5100000603	2026	2026-08-04	342479.99	USD	H	KR	""	2026-08-16	2000000365
3000	0000100181	5100000604	2026	2026-05-15	415357.99	USD	H	RE	0001	2026-06-03	2000000366
3000	0000100181	5100000607	2026	2026-03-09	264597.72	JPY	H	KZ	0001	2026-05-15	2000000367
3000	0000100182	5100000609	2026	2026-04-16	402770.65	EUR	H	KZ	""	2026-06-27	2000000368
4000	0000100183	5100000610	2026	2026-02-10	109365.96	USD	H	KR	""	2026-04-13	2000000369
4000	0000100183	5100000611	2026	2026-06-02	293546.7	EUR	H	KZ	""	2026-07-29	2000000370
4000	0000100183	5100000612	2026	2026-04-16	350134.82	JPY	H	RE	""	2026-05-03	2000000371
4000	0000100183	5100000614	2026	2026-06-30	469824.02	JPY	H	KR	""	2026-07-09	2000000372
2000	0000100184	5100000615	2026	2026-02-06	251282.37	JPY	H	KR	""	2026-04-20	2000000373
2000	0000100184	5100000616	2026	2026-03-18	68779.34	GBP	H	KR	""	2026-05-12	2000000374
2000	0000100184	5100000617	2026	2026-01-14	236998.2	GBP	H	RE	""	2026-03-27	2000000375
2000	0000100185	5100000619	2026	2026-03-07	398778.41	GBP	H	KR	0001	2026-04-23	2000000376
2000	0000100185	5100000620	2026	2026-05-29	238733.56	EUR	H	KG	0001	2026-06-12	2000000377
2000	0000100185	5100000621	2026	2026-05-06	214533.08	EUR	H	RE	0001	2026-07-01	2000000378
2000	0000100185	5100000622	2026	2026-04-01	397890.53	USD	H	RE	0001	2026-06-08	2000000379
2000	0000100185	5100000623	2026	2026-07-28	413218.56	GBP	H	KZ	0001	2026-09-13	2000000380
2000	0000100185	5100000624	2026	2026-03-17	97386.42	USD	H	KG	0001	2026-05-04	2000000381
3000	0000100186	5100000626	2026	2026-03-07	136689.73	GBP	H	KG	""	2026-05-20	2000000382
3000	0000100186	5100000628	2026	2026-01-10	194992.97	EUR	H	KZ	""	2026-01-31	2000000383
3000	0000100186	5100000629	2026	2026-06-26	420563.62	EUR	H	KR	""	2026-07-22	2000000384
4000	0000100188	5100000633	2026	2026-02-03	209485.28	JPY	H	KZ	""	2026-02-12	2000000385
4000	0000100188	5100000634	2026	2026-05-31	38333.32	GBP	H	RE	""	2026-07-01	2000000386
3000	0000100189	5100000636	2026	2026-02-05	82288.25	EUR	H	KG	""	2026-02-11	2000000387
3000	0000100189	5100000637	2026	2026-03-12	9627.15	EUR	H	KG	""	2026-03-30	2000000388
1000	0000100190	5100000640	2026	2026-07-10	266986.9	EUR	H	KZ	""	2026-09-04	2000000389
1000	0000100190	5100000642	2026	2026-07-17	227998.66	EUR	H	RE	""	2026-08-24	2000000390
4000	0000100191	5100000644	2026	2026-04-16	324001.72	GBP	H	KZ	0001	2026-05-10	2000000391
4000	0000100191	5100000645	2026	2026-04-20	467416.21	JPY	H	KG	0001	2026-05-04	2000000392
4000	0000100191	5100000648	2026	2026-07-22	297853.87	JPY	H	KZ	0001	2026-09-02	2000000393
3000	0000100192	5100000649	2026	2026-02-26	168111.57	EUR	H	KZ	""	2026-04-06	2000000394
5000	0000100193	5100000651	2026	2026-04-14	206585.4	EUR	H	KZ	""	2026-06-16	2000000395
5000	0000100193	5100000653	2026	2026-05-07	168332.0	EUR	H	RE	""	2026-07-04	2000000396
2000	0000100194	5100000656	2026	2026-07-20	177075.22	JPY	H	KG	""	2026-09-15	2000000397
2000	0000100194	5100000657	2026	2026-02-18	282296.48	JPY	H	KR	""	2026-03-21	2000000398
4000	0000100195	5100000658	2026	2026-03-13	375339.05	USD	H	RE	""	2026-04-27	2000000399
2000	0000100196	5100000659	2026	2026-07-01	52223.58	EUR	H	KZ	""	2026-09-08	2000000400
2000	0000100196	5100000661	2026	2026-01-15	316306.67	EUR	H	KZ	""	2026-02-20	2000000401
4000	0000100197	5100000663	2026	2026-06-07	174437.64	USD	H	KG	""	2026-07-07	2000000402
5000	0000100198	5100000665	2026	2026-02-15	124100.26	EUR	H	KG	""	2026-03-24	2000000403
5000	0000100198	5100000666	2026	2026-05-20	477554.31	USD	H	KZ	""	2026-06-06	2000000404
1000	0000100199	5100000667	2026	2026-03-15	199498.12	GBP	H	KR	""	2026-04-11	2000000405
1000	0000100199	5100000669	2026	2026-04-11	47063.95	JPY	H	KR	""	2026-05-27	2000000406
1000	0000100199	5100000670	2026	2026-01-10	210688.85	JPY	H	KZ	""	2026-01-23	2000000407
1000	0000100199	5100000672	2026	2026-02-19	478884.37	EUR	H	KR	""	2026-03-24	2000000408
4000	0000100200	5100000673	2026	2026-03-15	156143.58	EUR	H	KR	""	2026-04-17	2000000409
4000	0000100200	5100000674	2026	2026-02-08	30500.5	GBP	H	KR	""	2026-04-03	2000000410
4000	0000100200	5100000675	2026	2026-08-19	99997.44	JPY	H	KZ	""	2026-09-22	2000000411
4000	0000100200	5100000676	2026	2026-06-18	293222.07	EUR	H	KG	""	2026-08-05	2000000412
2000	0000100201	5100000678	2026	2026-06-28	105800.64	USD	H	RE	""	2026-08-27	2000000413
2000	0000100201	5100000679	2026	2026-06-08	350370.44	JPY	H	KG	""	2026-07-20	2000000414
3000	0000100202	5100000682	2026	2026-07-12	75450.57	EUR	H	KG	""	2026-09-01	2000000415
3000	0000100202	5100000683	2026	2026-05-25	439021.91	GBP	H	KZ	""	2026-08-02	2000000416
3000	0000100202	5100000684	2026	2026-06-19	220451.26	USD	H	KG	""	2026-08-03	2000000417
2000	0000100203	5100000685	2026	2026-08-10	479933.48	USD	H	KR	""	2026-08-17	2000000418
2000	0000100203	5100000687	2026	2026-01-19	445535.42	GBP	H	KG	""	2026-02-11	2000000419
2000	0000100203	5100000688	2026	2026-06-23	442375.89	USD	H	KG	""	2026-08-15	2000000420
5000	0000100204	5100000690	2026	2026-01-08	416497.13	GBP	H	KG	""	2026-01-25	2000000421
5000	0000100204	5100000691	2026	2026-02-16	418184.16	JPY	H	RE	""	2026-04-30	2000000422
5000	0000100205	5100000693	2026	2026-04-27	385674.01	USD	H	KZ	""	2026-06-17	2000000423
4000	0000100206	5100000697	2026	2026-01-29	460935.09	GBP	H	KG	""	2026-04-09	2000000424
4000	0000100206	5100000699	2026	2026-06-15	323304.0	USD	H	KR	""	2026-07-26	2000000425
3000	0000100207	5100000700	2026	2026-01-22	9344.67	JPY	H	RE	""	2026-02-15	2000000426
3000	0000100207	5100000701	2026	2026-07-29	398210.93	EUR	H	RE	""	2026-09-26	2000000427
3000	0000100208	5100000702	2026	2026-05-31	99874.62	USD	H	KZ	""	2026-07-14	2000000428
4000	0000100209	5100000705	2026	2026-07-20	76133.01	EUR	H	KG	0001	2026-09-22	2000000429
4000	0000100209	5100000706	2026	2026-08-18	447479.62	JPY	H	RE	0001	2026-08-30	2000000430
4000	0000100209	5100000708	2026	2026-04-13	117175.3	JPY	H	KR	0001	2026-06-13	2000000431
5000	0000100210	5100000709	2026	2026-02-22	160110.22	JPY	H	KG	""	2026-04-01	2000000432
5000	0000100210	5100000710	2026	2026-02-01	128874.84	USD	H	RE	""	2026-03-26	2000000433
5000	0000100210	5100000711	2026	2026-06-22	293423.56	EUR	H	KG	""	2026-08-19	2000000434
5000	0000100211	5100000712	2026	2026-01-17	370642.44	USD	H	RE	""	2026-02-18	2000000435
5000	0000100211	5100000713	2026	2026-07-04	151975.54	JPY	H	KG	""	2026-08-28	2000000436
5000	0000100211	5100000714	2026	2026-05-04	164130.01	JPY	H	RE	""	2026-06-23	2000000437
5000	0000100211	5100000715	2026	2026-06-03	83063.04	JPY	H	RE	""	2026-06-22	2000000438
5000	0000100211	5100000716	2026	2026-05-10	182447.53	JPY	H	KZ	""	2026-07-05	2000000439
3000	0000100212	5100000719	2026	2026-06-05	290600.27	USD	H	KZ	""	2026-07-19	2000000440
3000	0000100212	5100000720	2026	2026-06-01	390316.26	USD	H	KZ	""	2026-07-21	2000000441
1000	0000100213	5100000721	2026	2026-08-05	1839.79	JPY	H	KZ	0001	2026-10-16	2000000442
1000	0000100214	5100000723	2026	2026-08-15	405371.73	JPY	H	RE	0001	2026-10-13	2000000443
1000	0000100214	5100000727	2026	2026-06-01	314592.0	JPY	H	KR	0001	2026-06-07	2000000444
2000	0000100215	5100000728	2026	2026-06-29	98136.32	EUR	H	KZ	""	2026-09-11	2000000445
2000	0000100215	5100000729	2026	2026-01-17	337266.81	JPY	H	RE	""	2026-03-10	2000000446
2000	0000100215	5100000730	2026	2026-08-06	65943.69	JPY	H	RE	""	2026-10-17	2000000447
2000	0000100216	5100000731	2026	2026-05-27	294238.33	EUR	H	RE	""	2026-06-28	2000000448
2000	0000100216	5100000732	2026	2026-07-03	462372.5	EUR	H	KZ	""	2026-07-23	2000000449
2000	0000100216	5100000733	2026	2026-06-15	392092.08	USD	H	KZ	""	2026-08-12	2000000450
3000	0000100217	5100000735	2026	2026-04-22	192511.58	USD	H	KR	""	2026-06-01	2000000451
3000	0000100217	5100000738	2026	2026-07-02	141784.2	JPY	H	KG	""	2026-07-08	2000000452
3000	0000100217	5100000739	2026	2026-06-10	68421.86	JPY	H	KR	""	2026-07-18	2000000453
2000	0000100218	5100000742	2026	2026-05-25	363520.52	USD	H	RE	""	2026-06-12	2000000454
2000	0000100218	5100000743	2026	2026-01-07	446594.3	GBP	H	KZ	""	2026-03-04	2000000455
5000	0000100219	5100000744	2026	2026-08-17	249490.77	EUR	H	KZ	""	2026-10-13	2000000456
5000	0000100219	5100000745	2026	2026-03-30	398862.32	EUR	H	KZ	""	2026-06-09	2000000457
2000	0000100220	5100000747	2026	2026-06-28	224067.29	GBP	H	RE	""	2026-07-24	2000000458
2000	0000100220	5100000748	2026	2026-02-27	415477.25	EUR	H	KZ	""	2026-04-21	2000000459
4000	0000100221	5100000750	2026	2026-04-27	219752.26	JPY	H	KZ	""	2026-06-24	2000000460
4000	0000100221	5100000751	2026	2026-05-21	187805.53	JPY	H	KR	""	2026-06-20	2000000461
1000	0000100223	5100000757	2026	2026-08-12	262745.9	USD	H	KZ	0001	2026-09-03	2000000462
2000	0000100224	5100000758	2026	2026-01-06	211813.63	JPY	H	KZ	""	2026-03-01	2000000463
2000	0000100224	5100000760	2026	2026-03-05	208408.58	GBP	H	RE	""	2026-04-20	2000000464
2000	0000100224	5100000762	2026	2026-04-30	455839.76	JPY	H	KG	""	2026-05-05	2000000465
5000	0000100225	5100000763	2026	2026-05-04	217954.13	EUR	H	RE	""	2026-05-26	2000000466
5000	0000100225	5100000764	2026	2026-07-13	409291.26	GBP	H	KG	""	2026-09-26	2000000467
1000	0000100226	5100000769	2026	2026-06-10	330278.93	USD	H	KZ	""	2026-07-05	2000000468
1000	0000100226	5100000770	2026	2026-01-18	72243.6	JPY	H	KG	""	2026-03-07	2000000469
1000	0000100226	5100000771	2026	2026-07-20	309834.57	EUR	H	KG	""	2026-09-30	2000000470
5000	0000100227	5100000772	2026	2026-06-02	425201.32	JPY	H	RE	""	2026-07-26	2000000471
5000	0000100227	5100000773	2026	2026-03-01	313371.88	EUR	H	RE	""	2026-04-10	2000000472
5000	0000100227	5100000775	2026	2026-02-25	395392.51	USD	H	KR	""	2026-04-26	2000000473
5000	0000100227	5100000776	2026	2026-08-07	62201.67	USD	H	KG	""	2026-08-25	2000000474
5000	0000100227	5100000777	2026	2026-01-02	467519.13	JPY	H	KZ	""	2026-03-02	2000000475
5000	0000100228	5100000780	2026	2026-04-20	105666.98	GBP	H	KZ	""	2026-06-19	2000000476
5000	0000100228	5100000781	2026	2026-01-15	277373.42	EUR	H	KG	""	2026-03-02	2000000477
5000	0000100228	5100000782	2026	2026-06-20	275650.04	JPY	H	RE	""	2026-08-19	2000000478
5000	0000100229	5100000784	2026	2026-05-10	65483.22	EUR	H	KG	""	2026-05-26	2000000479
5000	0000100229	5100000785	2026	2026-03-14	397635.81	GBP	H	KR	""	2026-04-06	2000000480
5000	0000100229	5100000786	2026	2026-01-26	122133.49	EUR	H	KG	""	2026-02-19	2000000481
3000	0000100230	5100000788	2026	2026-05-28	211590.04	USD	H	RE	0001	2026-07-28	2000000482
4000	0000100231	5100000789	2026	2026-06-23	176072.2	GBP	H	RE	0001	2026-08-01	2000000483
3000	0000100232	5100000793	2026	2026-07-13	418737.92	GBP	H	RE	""	2026-08-02	2000000484
3000	0000100232	5100000795	2026	2026-06-12	215003.02	JPY	H	KZ	""	2026-08-03	2000000485
3000	0000100232	5100000796	2026	2026-05-26	151472.19	EUR	H	KG	""	2026-06-07	2000000486
3000	0000100234	5100000802	2026	2026-05-28	18272.35	JPY	H	KG	""	2026-07-11	2000000487
3000	0000100234	5100000803	2026	2026-03-18	379648.04	EUR	H	KR	""	2026-04-18	2000000488
3000	0000100234	5100000804	2026	2026-06-29	208935.25	JPY	H	RE	""	2026-08-22	2000000489
3000	0000100234	5100000806	2026	2026-05-30	166569.47	JPY	H	KR	""	2026-07-29	2000000490
3000	0000100235	5100000807	2026	2026-07-04	303608.79	JPY	H	KG	""	2026-08-17	2000000491
3000	0000100235	5100000808	2026	2026-04-06	312748.21	USD	H	RE	""	2026-04-30	2000000492
3000	0000100235	5100000809	2026	2026-02-02	300459.59	USD	H	KR	""	2026-03-16	2000000493
3000	0000100235	5100000810	2026	2026-06-06	340097.54	USD	H	RE	""	2026-08-19	2000000494
3000	0000100235	5100000811	2026	2026-06-22	35260.3	EUR	H	KZ	""	2026-08-19	2000000495
5000	0000100236	5100000812	2026	2026-04-17	432244.93	EUR	H	KR	""	2026-06-11	2000000496
1000	0000100237	5100000815	2026	2026-03-25	256034.18	GBP	H	KG	""	2026-04-26	2000000497
1000	0000100237	5100000818	2026	2026-01-27	99674.99	EUR	H	KZ	""	2026-02-25	2000000498
1000	0000100237	5100000819	2026	2026-01-19	118571.98	EUR	H	RE	""	2026-03-31	2000000499
1000	0000100237	5100000820	2026	2026-08-17	404946.53	EUR	H	KZ	""	2026-10-31	2000000500
5000	0000100239	5100000823	2026	2026-01-16	157379.23	EUR	H	KZ	""	2026-03-12	2000000501
5000	0000100239	5100000824	2026	2026-06-07	66237.67	GBP	H	KR	""	2026-07-05	2000000502
5000	0000100239	5100000825	2026	2026-03-14	195501.92	USD	H	KR	""	2026-03-23	2000000503
4000	0000100240	5100000826	2026	2026-01-05	146837.58	EUR	H	KZ	0001	2026-01-28	2000000504
4000	0000100240	5100000827	2026	2026-08-15	123572.96	EUR	H	KR	0001	2026-10-11	2000000505
5000	0000100242	5100000829	2026	2026-03-15	382520.24	USD	H	RE	""	2026-04-25	2000000506
5000	0000100242	5100000830	2026	2026-08-18	247056.27	USD	H	KZ	""	2026-10-23	2000000507
5000	0000100242	5100000833	2026	2026-04-21	208613.09	EUR	H	KG	""	2026-04-30	2000000508
5000	0000100242	5100000834	2026	2026-06-25	260182.39	USD	H	RE	""	2026-07-26	2000000509
4000	0000100244	5100000837	2026	2026-04-08	227695.42	USD	H	KZ	""	2026-05-22	2000000510
4000	0000100244	5100000838	2026	2026-04-11	63874.28	USD	H	KZ	""	2026-06-15	2000000511
4000	0000100244	5100000839	2026	2026-05-04	108420.74	EUR	H	KR	""	2026-06-09	2000000512
4000	0000100245	5100000841	2026	2026-07-22	439002.51	USD	H	RE	""	2026-08-04	2000000513
4000	0000100245	5100000844	2026	2026-07-24	467097.59	GBP	H	KG	""	2026-10-07	2000000514
4000	0000100245	5100000845	2026	2026-01-30	51138.25	JPY	H	KZ	""	2026-02-21	2000000515
4000	0000100246	5100000846	2026	2026-03-17	131430.24	GBP	H	KG	""	2026-03-22	2000000516
4000	0000100246	5100000847	2026	2026-03-17	234713.16	GBP	H	KR	""	2026-04-22	2000000517
5000	0000100247	5100000850	2026	2026-06-10	340691.33	EUR	H	KG	""	2026-07-07	2000000518
5000	0000100247	5100000851	2026	2026-05-11	129433.28	EUR	H	KR	""	2026-06-02	2000000519
5000	0000100247	5100000852	2026	2026-03-18	186076.81	GBP	H	RE	""	2026-03-24	2000000520
5000	0000100247	5100000854	2026	2026-01-11	9572.91	JPY	H	KZ	""	2026-01-23	2000000521
5000	0000100249	5100000856	2026	2026-03-20	172557.3	JPY	H	RE	""	2026-05-02	2000000522
3000	0000100250	5100000859	2026	2026-05-12	35677.03	USD	H	KG	""	2026-07-08	2000000523
3000	0000100250	5100000860	2026	2026-08-04	156404.05	GBP	H	KG	""	2026-08-30	2000000524
3000	0000100251	5100000862	2026	2026-02-27	385043.85	USD	H	KG	""	2026-04-21	2000000525
3000	0000100251	5100000863	2026	2026-03-13	149040.33	USD	H	RE	""	2026-04-26	2000000526
3000	0000100251	5100000864	2026	2026-01-06	196475.68	JPY	H	KG	""	2026-03-01	2000000527
3000	0000100251	5100000865	2026	2026-03-31	91559.22	USD	H	KZ	""	2026-05-27	2000000528
5000	0000100252	5100000866	2026	2026-07-08	111440.26	USD	H	KG	0001	2026-09-19	2000000529
3000	0000100253	5100000868	2026	2026-05-10	363854.65	EUR	H	RE	""	2026-06-22	2000000530
5000	0000100254	5100000869	2026	2026-07-14	302157.05	USD	H	RE	""	2026-09-16	2000000531
5000	0000100254	5100000870	2026	2026-06-15	441333.45	USD	H	KG	""	2026-07-05	2000000532
5000	0000100254	5100000871	2026	2026-07-30	317410.78	GBP	H	KR	""	2026-09-08	2000000533
5000	0000100254	5100000872	2026	2026-03-10	143269.46	USD	H	KG	""	2026-04-11	2000000534
2000	0000100255	5100000874	2026	2026-04-18	264582.56	GBP	H	KZ	""	2026-06-28	2000000535
2000	0000100256	5100000875	2026	2026-06-10	276040.07	USD	H	KG	""	2026-08-04	2000000536
1000	0000100257	5100000879	2026	2026-02-08	397559.71	GBP	H	RE	0001	2026-03-07	2000000537
1000	0000100257	5100000880	2026	2026-03-01	178098.54	JPY	H	RE	0001	2026-03-28	2000000538
1000	0000100257	5100000881	2026	2026-02-21	326995.78	GBP	H	KZ	0001	2026-04-29	2000000539
1000	0000100257	5100000883	2026	2026-07-17	145995.56	USD	H	KR	0001	2026-09-05	2000000540
